Input data:
x: 0,5570878423179026	 y: 0
x: 0,588708926125977	 y: -2,620282586177499
x: 7,481867431486819	 y: -2,6101338250591284
x: 3,371126901437237	 y: -2,599926358113722
x: 3,4777969437446954	 y: -2,5897048987745777
x: 3,237286964576309	 y: -2,579468725245286
x: 5,617630958089163	 y: -2,569219466062156
x: 8,806330187472133	 y: -2,5589360115254665
x: 4,287085732120824	 y: -2,5485722861399682
x: 3,5992953171689646	 y: -2,53818759115989
x: 3,7974614883615465	 y: -2,5277873720326705
x: 6,921418185207538	 y: -2,5173701704564078
x: 1,7879186471779496	 y: -2,5069024444820074
x: 1,635571622661035	 y: -2,496429003527829
x: 1,7575077757759683	 y: -2,4859503806915324
x: 8,254801076454543	 y: -2,4754661719049587
x: 1,3264441412453676	 y: -2,4649112044648525
x: 8,665736438126197	 y: -2,454352004198062
x: 4,5674824658670605	 y: -2,4437150992596135
x: 5,35263519629114	 y: -2,433054842028757
x: 8,740726585592077	 y: -2,4223634387786213
x: 9,818764078226794	 y: -2,4115930549816897
x: 0,2974495260242227	 y: -2,4007236535273826
x: 0,26000835758450025	 y: -2,3898517578873237
x: 9,752926180075406	 y: -2,378977399868867
x: 8,181077070459773	 y: -2,368005348013957
x: 9,259283531837783	 y: -2,35696385932744
x: 2,044590259437653	 y: -2,3458341028983227
x: 3,7978231023028117	 y: -2,3346978072138023
x: 3,9166661089411625	 y: -2,3235447198045005
x: 4,310932400245954	 y: -2,3123739331963717
x: 1,9562461462852188	 y: -2,3011822082203524
x: 1,0452346923238254	 y: -2,289984342888569
x: 8,96994295663539	 y: -2,2787830882817204
x: 9,146097913148262	 y: -2,2674989292892707
x: 0,5429915443519917	 y: -2,2561286795955433
x: 6,577959054677417	 y: -2,2447558738237188
x: 2,9145193347621934	 y: -2,2333374625853675
x: 4,968014201072103	 y: -2,221908302098854
x: 5,6263903298942965	 y: -2,2104521846519725
x: 2,2978848194786394	 y: -2,1989621326495854
x: 8,55685083040298	 y: -2,1874645864294813
x: 9,256967547394094	 y: -2,1758914820078123
x: 6,42853077282468	 y: -2,1642303342478546
x: 1,912669236922232	 y: -2,1525256091385443
x: 4,538531880551867	 y: -2,1408150615609003
x: 0,07431939094256435	 y: -2,1290817293500823
x: 8,474727693725159	 y: -2,1173462582585407
x: 4,954632322374052	 y: -2,1055367007124355
x: 7,61791482720273	 y: -2,0937004358602747
x: 7,7800369765860395	 y: -2,0818039242480904
x: 6,844738580808859	 y: -2,069844676446983
x: 9,250855354503667	 y: -2,0578364103674214
x: 8,93506641473622	 y: -2,0457403325910772
x: 4,027140846236128	 y: -2,033562209654289
x: 1,0938904590264065	 y: -2,021365798734217
x: 7,8844487829680165	 y: -2,0091661634064186
x: 3,444327887836626	 y: -1,9969022258396696
x: 8,82820532957055	 y: -1,984624400213866
x: 6,757768640240177	 y: -1,9722664926705678
x: 7,675647017124334	 y: -1,959860850001265
x: 8,133337927221442	 y: -1,947394209980275
x: 4,782152671335613	 y: -1,934859334977508
x: 9,81577145234541	 y: -1,922299606449036
x: 9,209754534565262	 y: -1,9096414094132068
x: 4,257255648647097	 y: -1,8968963094384061
x: 8,530310098404279	 y: -1,8841311482392502
x: 5,382557304004537	 y: -1,8712911871936784
x: 9,871666266708754	 y: -1,8584203211547066
x: 8,856618833587019	 y: -1,8454499479857795
x: 1,4693489332156406	 y: -1,83239912885827
x: 0,9117045342522079	 y: -1,819344310350583
x: 3,740893572173829	 y: -1,806286835984367
x: 5,39484220666759	 y: -1,7932135293979883
x: 4,28819057771053	 y: -1,7801092633877575
x: 5,6685472729064665	 y: -1,7669847882918703
x: 0,7820584760436078	 y: -1,7538263458823495
x: 7,686794488476538	 y: -1,7406655332930336
x: 6,180703470296485	 y: -1,727443771391
x: 1,5336543200564168	 y: -1,7141820009727833
x: 2,0622672840810075	 y: -1,700916156132222
x: 9,748425943151029	 y: -1,687644345503543
x: 0,592829453167073	 y: -1,6742756216926984
x: 3,7627734530858525	 y: -1,6609048681019416
x: 3,5154034908897955	 y: -1,6475182634559982
x: 0,9508375036859318	 y: -1,6341176251768545
x: 1,9193711135260993	 y: -1,6207144436040835
x: 0,003969100766706424	 y: -1,6073059467060622
x: 3,5346318699989085	 y: -1,5938958392668687
x: 0,04956243293049445	 y: -1,5804716160920238
x: 5,602758484504315	 y: -1,5670458068185167
x: 6,954902404124798	 y: -1,5535869735816648
x: 4,018501714445338	 y: -1,5400781160919066
x: 2,4679718803819197	 y: -1,526551534737999
x: 6,417047937597417	 y: -1,513017320689598
x: 9,11928620158303	 y: -1,4994403296083545
x: 9,212592123535474	 y: -1,4857785081299912
x: 4,689921921390083	 y: -1,4720301560448021
x: 5,817597276082017	 y: -1,4582582895565366
x: 8,28575488692719	 y: -1,4444510496604726
x: 4,279817899089625	 y: -1,430573571172367
x: 0,8999162805364136	 y: -1,41667630571529
x: 9,135993527618723	 y: -1,4027768092728556
x: 2,569438988369035	 y: -1,3887922736826188
x: 5,43122434842492	 y: -1,3747997312777713
x: 0,8260509675163574	 y: -1,3607762540365316
x: 1,6452006183182366	 y: -1,3467507295664263
x: 0,4392670285507849	 y: -1,332721143541469
x: 7,927196877755211	 y: -1,3186900287839092
x: 4,679231958769282	 y: -1,3045946263749666
x: 0,017777151564423166	 y: -1,2904759776903687
x: 8,742879179420672	 y: -1,2763560356283048
x: 6,584619137442351	 y: -1,2621582236118203
x: 6,685166338805695	 y: -1,2479157028551553
x: 4,579552641286009	 y: -1,2336271507170786
x: 4,077031389709011	 y: -1,219316348170891
x: 0,20003210945604533	 y: -1,2049876683868044
x: 6,636104096387903	 y: -1,1906577411084631
x: 9,923695118087508	 y: -1,1762824947018655
x: 9,842050789967676	 y: -1,1618073926765946
x: 9,470350638387842	 y: -1,1472340665301608
x: 8,765377974208512	 y: -1,1325697236660277
x: 7,876292818476464	 y: -1,1178272602180934
x: 4,750335532631386	 y: -1,1030215164569903
x: 5,687453907003187	 y: -1,0881920565781789
x: 0,9781249275516801	 y: -1,0733290944042788
x: 1,8069600758737425	 y: -1,058464098106697
x: 8,286813792335995	 y: -1,0435947695801757
x: 4,102747056747927	 y: -1,028655586536877
x: 2,419425411553374	 y: -1,0136985065285469
x: 9,601222312952324	 y: -0,9987345454471231
x: 6,269130893948471	 y: -0,9836772155169226
x: 5,355056985954124	 y: -0,9685795192149639
x: 4,924481235488612	 y: -0,9534521183186792
x: 0,5230655314935362	 y: -0,9382994629711894
x: 4,2189491496659235	 y: -0,9231455932992517
x: 5,185052027834239	 y: -0,9079729634481953
x: 2,109493404726821	 y: -0,8927724851906795
x: 2,815920267147618	 y: -0,8775666534967346
x: 8,088540798076396	 y: -0,8623519971887816
x: 7,355057488174684	 y: -0,8470709212637749
x: 8,497135902530978	 y: -0,8317347913442575
x: 0,5595993431350121	 y: -0,8163254820859044
x: 5,062855303971504	 y: -0,8009150410882975
x: 0,14955924207844973	 y: -0,7854781137255769
x: 4,143104910389107	 y: -0,7700403768986568
x: 9,424699859868195	 y: -0,754584668788466
x: 0,4736655622959307	 y: -0,739039201697956
x: 0,5309565368655211	 y: -0,7234927692794889
x: 0,09504447160987861	 y: -0,707945329439573
x: 9,671697081722947	 y: -0,6923971711847647
x: 6,4482355165900485	 y: -0,6767545900570215
x: 2,025666556376806	 y: -0,6610696677934805
x: 8,124277151390956	 y: -0,6453799715921725
x: 7,783179813626479	 y: -0,6296234926329272
x: 4,196569125729932	 y: -0,6138056835632872
x: 0,9679309192585972	 y: -0,5979696129907925
x: 6,051984480934332	 y: -0,5821320044840899
x: 5,116952930031684	 y: -0,566257112800154
x: 3,421979318243591	 y: -0,5503554180725329
x: 8,505451534758846	 y: -0,5344414384896135
x: 6,274461855620725	 y: -0,5184544357862275
x: 5,926729227354693	 y: -0,5024274658623544
x: 6,975555773441364	 y: -0,4863647960275591
x: 7,204233527994136	 y: -0,470252883012502
x: 2,4308016103782313	 y: -0,4540884938640454
x: 3,8646557575126375	 y: -0,43791772908574184
x: 8,81818232217936	 y: -0,4217315600324394
x: 7,162947342235525	 y: -0,4054670523091084
x: 4,234432814359529	 y: -0,38915072772218706
x: 3,5305733015877907	 y: -0,3728160468691026
x: 3,131085968070051	 y: -0,3564685025380409
x: 8,152434311518704	 y: -0,34011077768828035
x: 7,284179882850435	 y: -0,3236861167372721
x: 7,868144203052614	 y: -0,3072079658972933
x: 2,675632795155672	 y: -0,29066747553945244
x: 1,2002894698268307	 y: -0,274119520581546
x: 8,696121036871164	 y: -0,25756984737452754
x: 6,653156095376385	 y: -0,24094414208844772
x: 1,9697378210028005	 y: -0,22427384222764157
x: 4,462522059384958	 y: -0,207599430005299
x: 8,761363136440055	 y: -0,19090485577654512
x: 1,3337361522224844	 y: -0,1741331750229838
x: 4,686679573364381	 y: -0,15735953737228633
x: 7,729824795504657	 y: -0,14056373308552264
x: 9,705309749660909	 y: -0,1237079180822343
x: 6,087546380665061	 y: -0,10675759741687255
x: 7,572244846633094	 y: -0,08977003733137578
x: 9,11478114088763	 y: -0,07272493355398423
x: 4,149893690785117	 y: -0,055596511262703555
x: 9,207107224108992	 y: -0,03845077715093766
x: 3,594066538770692	 y: -0,021220063891642455
x: 6,084189108945941	 y: -0,003976386182062134
x: 9,900147178222946	 y: 0,013304387014897057
x: 0,4170544689330635	 y: 0,030683356115230553
x: 4,083897870222262	 y: 0,04806246875357047
x: 9,021638894318123	 y: 0,0654582448615318
x: 2,6585089043376575	 y: 0,08293550837290717
x: 5,780326272942658	 y: 0,10041977060881895
x: 9,098689878004668	 y: 0,11793741132035458
x: 0,7154420222282687	 y: 0,13553788583675092
x: 4,297384498259367	 y: 0,15313873742631787
x: 4,569842919828435	 y: 0,1707579400744393
x: 8,247557252100737	 y: 0,1883978969165664
x: 0,14493738498496778	 y: 0,2061058234328018
x: 4,481678695573351	 y: 0,22381356447930534
x: 2,564490435547736	 y: 0,24154120693909994
x: 6,6493972842992175	 y: 0,2592751971580522
x: 4,475950086775621	 y: 0,2770532306285115
x: 5,838786404847712	 y: 0,2948510607484217
x: 6,647931569742319	 y: 0,3126827551386289
x: 2,5199575294803553	 y: 0,3305584197366824
x: 5,9293615871911225	 y: 0,34844011601960456
x: 3,514182047583594	 y: 0,3663566909135859
x: 6,314554019659258	 y: 0,38428527292857484
x: 8,094046128580523	 y: 0,40225342334799846
x: 1,6478638093144604	 y: 0,4202868155149837
x: 2,8580007569466037	 y: 0,4383225074475188
x: 9,011445041486962	 y: 0,4563659447087854
x: 7,988585188022456	 y: 0,4744902934879673
x: 7,851691838006261	 y: 0,49267811214645074
x: 5,489781826896599	 y: 0,5109272096880283
x: 0,952117855081962	 y: 0,5292059933494567
x: 8,691468385987235	 y: 0,5474851550890801
x: 9,481220202803103	 y: 0,5658394611798109
x: 9,387239702654842	 y: 0,5842832738913494
x: 8,663957492421726	 y: 0,6028147979237797
x: 3,3734803989544346	 y: 0,621420932447214
x: 5,023145148089013	 y: 0,6400378474699361
x: 6,081816082383939	 y: 0,6586794036997624
x: 6,092601406794046	 y: 0,6773573625057948
x: 7,714952932257674	 y: 0,6960718367407092
x: 1,901785927895262	 y: 0,7148452532280964
x: 8,150834046778378	 y: 0,7336215774725525
x: 7,015632810851416	 y: 0,7524637357934079
x: 7,972865994421151	 y: 0,7713544578331382
x: 0,13503656175532508	 y: 0,7903081008896882
x: 6,637090061632865	 y: 0,8092609703265446
x: 5,419476874224128	 y: 0,8282571680802222
x: 2,9307427007099784	 y: 0,8472819654770085
x: 0,25771584187934793	 y: 0,8663145203518056
x: 2,5984345442904075	 y: 0,8853462737273404
x: 7,686860969862038	 y: 0,9043839053693371
x: 1,3405092810240915	 y: 0,9234798370006772
x: 1,210682783857886	 y: 0,9425766438669073
x: 7,935026501391832	 y: 0,9616739749572206
x: 2,8416822515564046	 y: 0,9808334332113372
x: 2,0930900067818756	 y: 1
